vehicle_id,speed,time_from_spawn,color,type
vehicle_33,7.928062230538004,1259.9,#00FF00,car
vehicle_32,8.033194388491884,1262.0,#00FF00,car
vehicle_31,10.289559114638855,1264.0,#00FF00,car
vehicle_30,9.484326521946937,1266.1,#00FF00,car
vehicle_37,7.963847611245156,1251.7,#00FF00,car
vehicle_36,7.83954676152801,1253.7,#00FF00,car
vehicle_35,7.8100096114944675,1255.8,#00FF00,car
vehicle_34,7.75225505817812,1257.8,#00FF00,car
vehicle_39,8.530975893468945,1247.6,#00FF00,car
vehicle_38,8.250026952237313,1249.7,#00FF00,car
10,9.082588173282373,1275.0,#FFFF00,car
11,13.359587246435224,1265.0,#FFFF00,car
12,8.646957919836165,1255.0,#FFFF00,car
vehicle_43,12.726385906479468,1239.5,#00FF00,car
13,14.90653897367275,1245.0,#FFFF00,car
vehicle_42,11.22699180941212,1241.5,#00FF00,car
vehicle_41,10.175134416794927,1243.5,#00FF00,car
2,7.01221399800824,1355.0,#FFFF00,car
4,14.201738005561202,1335.0,#FFFF00,car
5,6.909093190003205,1325.0,#FFFF00,car
7,0.0,1305.0,#FFFF00,car
8,12.93809644371657,1295.0,#FFFF00,car
9,7.373972882715132,1285.0,#FFFF00,car
vehicle_40,9.175105991317187,1245.6,#00FF00,car
vehicle_11,4.715235278351679E-5,1309.0,#00FF00,car
vehicle_10,2.7671434515531184E-4,1310.8,#00FF00,car
vehicle_15,0.0014361146666409365,1301.7,#00FF00,car
vehicle_14,1.441715781885719E-5,1303.6,#00FF00,car
vehicle_13,3.7145398933920794E-4,1305.4,#00FF00,car
vehicle_12,2.169926843468895E-5,1307.2,#00FF00,car
vehicle_19,0.05053926112717041,1294.1,#00FF00,car
vehicle_18,0.005323864494407162,1296.0,#00FF00,car
vehicle_17,0.017315000858938424,1297.9,#00FF00,car
vehicle_16,9.274328247344832E-5,1299.8,#00FF00,car
vehicle_7,0.04676196203423254,1315.6,#00FF00,car
vehicle_8,0.009744836596839937,1314.0,#00FF00,car
vehicle_9,0.0017379718682771234,1312.5,#00FF00,car
vehicle_3,2.6799957059271176,1321.8,#00FF00,car
vehicle_4,1.477951134613112,1320.2,#00FF00,car
vehicle_5,0.6309757316943313,1318.7,#00FF00,car
vehicle_6,0.20369958251063436,1317.1,#00FF00,car
vehicle_22,0.6966451963472721,1282.7,#00FF00,car
vehicle_0,5.6436010168540305,1326.4,#00FF00,car
vehicle_21,0.32593483065120954,1287.5,#00FF00,car
vehicle_1,5.931295448947844,1324.9,#00FF00,car
vehicle_20,0.134698522446209,1292.1,#00FF00,car
vehicle_2,4.023071686591059,1323.3,#00FF00,car
vehicle_26,4.303869025635258,1274.3,#00FF00,car
vehicle_25,3.12844765768455,1276.3,#00FF00,car
vehicle_24,2.0626479258790447,1278.4,#00FF00,car
vehicle_23,1.3241794404978482,1280.4,#00FF00,car
vehicle_29,8.75478350132312,1268.2,#00FF00,car
vehicle_28,7.077637791271908,1270.3,#00FF00,car
vehicle_27,5.483287175609608,1272.3,#00FF00,car
