edge_id,width,density,average_speed
4723916#1,3.5,0.0,0.0
4723926,3.5,0.0,0.0
4723927,3.5,0.0,0.0
4723928,3.5,1.0,6.916504858937352
4724425,3.5,0.0,0.0
4726237,3.5,0.0,0.0
4726265#0,3.5,0.0,0.0
4726265#1,3.5,0.0,0.0
4726268,3.5,0.0,0.0
4726269,3.5,0.0,0.0
4726271#0,3.5,0.0,0.0
4726271#1,3.5,0.0,0.0
474600186#0,3.5,0.0,0.0
474600186#1,3.5,0.0,0.0
474600186#2,3.5,0.0,0.0
474600186#3,3.5,0.0,0.0
474600186#4,3.5,0.0,0.0
474600186#5,3.5,0.0,0.0
474600186#6,3.5,0.0,0.0
474600186#7,3.5,0.0,0.0
474601148,3.5,0.0,0.0
4746895#0,3.5,0.0,0.0
4746895#1,3.5,0.0,0.0
4754792,3.5,0.0,0.0
4756454#0,3.5,0.0,0.0
4756454#1,3.5,0.0,0.0
4756455#0,3.5,0.0,0.0
4756455#1,3.5,0.0,0.0
4756455#2,3.5,0.0,0.0
4756455#3,3.5,0.0,0.0
4756456,3.5,0.0,0.0
4756457#0,3.5,0.0,0.0
4756457#1,3.5,0.0,0.0
4756457#2,3.5,0.0,0.0
4756576#0,3.5,0.0,0.0
4756576#1,3.5,0.0,0.0
4760369#0,3.5,0.0,0.0
4760369#1,3.5,1.0,6.916504858937352
4760369#2,3.5,0.0,0.0
4760371,3.5,0.0,0.0
4778286#0,3.5,0.0,0.0
4778286#1,3.5,0.0,0.0
4778286#2,3.5,0.0,0.0
4778724,3.5,0.0,0.0
4824557#0,3.5,0.0,0.0
4824557#1,3.5,0.0,0.0
4824567#0,3.5,0.0,0.0
4824567#1,3.5,0.0,0.0
4824568#0,3.5,0.0,0.0
4824568#1,3.5,0.0,0.0
4824568#2,3.5,0.0,0.0
4824570#0,3.5,0.0,0.0
4824570#1,3.5,0.0,0.0
4824571#0,3.5,0.0,0.0
4824571#1,3.5,0.0,0.0
4824571#2,3.5,0.0,0.0
4824571#3,3.5,0.0,0.0
4824571#4,3.5,0.0,0.0
4824571#5,3.5,0.0,0.0
4824571#6,3.5,0.0,0.0
4824571#7,3.5,0.0,0.0
4824571#8,3.5,0.0,0.0
4824572,3.5,0.0,0.0
4824573#0,3.5,0.0,0.0
4824573#1,3.5,0.0,0.0
4824573#2,3.5,0.0,0.0
4824695#0,3.5,0.0,0.0
4824695#1,3.5,0.0,0.0
4824695#2,3.5,0.0,0.0
4824695#3,3.5,0.0,0.0
4824697#0,3.5,0.0,0.0
4824697#1,3.5,0.0,0.0
4824697#2,3.5,0.0,0.0
4824697#3,3.5,0.0,0.0
4824698#0,3.5,0.0,0.0
4824698#1,3.5,0.0,0.0
4824700#0,3.5,0.0,0.0
4824700#1,3.5,0.0,0.0
4824700#2,3.5,0.0,0.0
4824700#3,3.5,0.0,0.0
4824702#0,3.5,0.0,0.0
4824702#1,3.5,0.0,0.0
4824702#2,3.5,0.0,0.0
4824703#0,3.5,0.0,0.0
4824703#1,3.5,0.0,0.0
4824703#2,3.5,0.0,0.0
4824703#3,3.5,0.0,0.0
4824703#4,3.5,0.0,0.0
4824703#5,3.5,0.0,0.0
4824704#0,3.5,0.0,0.0
4824704#1,3.5,0.0,0.0
4824704#10,3.5,0.0,0.0
4824704#2,3.5,0.0,0.0
4824704#3,3.5,0.0,0.0
4824704#4,3.5,0.0,0.0
4824704#5,3.5,0.0,0.0
4824704#6,3.5,0.0,0.0
4824704#7,3.5,0.0,0.0
4824704#8,3.5,0.0,0.0
4824704#9,3.5,0.0,0.0
4824707,3.5,0.0,0.0
4824708,3.5,0.0,0.0
4824709,3.5,0.0,0.0
4824710,3.5,0.0,0.0
4824711,3.5,0.0,0.0
4824712,3.5,0.0,0.0
4824713,3.5,0.0,0.0
4827448#0,3.5,0.0,0.0
4827448#1,3.5,0.0,0.0
4827475#0,3.5,0.0,0.0
4827475#1,3.5,0.0,0.0
4828723#0,3.5,0.0,0.0
4828723#1,3.5,0.0,0.0
4828723#2,3.5,0.0,0.0
4828723#3,3.5,0.0,0.0
4828723#4,3.5,0.0,0.0
4828724,3.5,0.0,0.0
4828726#0,3.5,0.0,0.0
4828726#1,3.5,0.0,0.0
4828726#2,3.5,0.0,0.0
4828726#3,3.5,0.0,0.0
4828839,3.5,0.0,0.0
4828841#0,3.5,0.0,0.0
4828841#1,3.5,0.0,0.0
4834297#0,3.5,0.0,0.0
4834297#1,3.5,0.0,0.0
4836593,3.5,0.0,0.0
4836600#0,3.5,0.0,0.0
4836600#1,3.5,0.0,0.0
4850354,3.5,0.0,0.0
4877725,3.5,0.0,0.0
491821443,3.5,0.0,0.0
49513602#0,3.5,0.0,0.0
49513602#1,3.5,0.0,0.0
49513602#2,3.5,0.0,0.0
50123950#0,3.5,0.0,0.0
50123950#1,3.5,0.0,0.0
50265759#0,3.5,0.0,0.0
50265759#1,3.5,0.0,0.0
507328054,3.5,0.0,0.0
537946540#0,3.5,0.0,0.0
537946540#1,3.5,0.0,0.0
537946540#2,3.5,0.0,0.0
537946540#3,3.5,0.0,0.0
537946542,3.5,0.0,0.0
537946543,3.5,0.0,0.0
537946545,3.5,0.0,0.0
537946547,3.5,0.0,0.0
537946549,3.5,0.0,0.0
537946552#0,3.5,0.0,0.0
537946552#1,3.5,0.0,0.0
537946552#2,3.5,0.0,0.0
537946552#3,3.5,0.0,0.0
537946552#4,3.5,0.0,0.0
537946552#5,3.5,0.0,0.0
537946552#6,3.5,0.0,0.0
537946554#0,3.5,0.0,0.0
537946554#1,3.5,0.0,0.0
537957144,3.5,0.0,0.0
537957146#0,3.5,0.0,0.0
537957146#1,3.5,0.0,0.0
537957147,3.5,0.0,0.0
537957148,3.5,0.0,0.0
537957149,3.5,0.0,0.0
537957150#0,3.5,0.0,0.0
537957150#1,3.5,0.0,0.0
537957150#2,3.5,0.0,0.0
537957150#3,3.5,0.0,0.0
537957150#4,3.5,0.0,0.0
538967640#0,3.5,0.0,0.0
538967640#1,3.5,0.0,0.0
538967640#2,3.5,0.0,0.0
538967642,3.5,0.0,0.0
538970942#0,3.5,0.0,0.0
538970942#1,3.5,0.0,0.0
538970942#2,3.5,0.0,0.0
538970942#3,3.5,0.0,0.0
538970943#0,3.5,0.0,0.0
538970943#1,3.5,0.0,0.0
538970943#2,3.5,0.0,0.0
538970944,3.5,0.0,0.0
538970945,3.5,0.0,0.0
54170891#0,3.5,0.0,0.0
54170891#1,3.5,0.0,0.0
54461785,3.5,0.0,0.0
545222280,3.5,0.0,0.0
545222281,3.5,0.0,0.0
545222282,3.5,0.0,0.0
545222283,3.5,0.0,0.0
545222284,3.5,0.0,0.0
545222285,3.5,0.0,0.0
545222286#0,3.5,0.0,0.0
545222286#1,3.5,0.0,0.0
545222288#0,3.5,0.0,0.0
545222288#1,3.5,0.0,0.0
545222292#0,3.5,0.0,0.0
545222292#1,3.5,0.0,0.0
545222292#2,3.5,0.0,0.0
545222292#3,3.5,0.0,0.0
545222292#4,3.5,0.0,0.0
545222293#0,3.5,0.0,0.0
545222293#1,3.5,0.0,0.0
545222293#2,3.5,0.0,0.0
545222293#3,3.5,0.0,0.0
545222293#4,3.5,0.0,0.0
545222294,3.5,0.0,0.0
545222295,3.5,0.0,0.0
545222296,3.5,0.0,0.0
545222297,3.5,0.0,0.0
545222298#0,3.5,0.0,0.0
545222298#1,3.5,0.0,0.0
545222298#2,3.5,0.0,0.0
545223479,3.5,0.0,0.0
545223481,3.5,0.0,0.0
545231862,3.5,0.0,0.0
545231863#0,3.5,0.0,0.0
545231863#1,3.5,0.0,0.0
545231863#2,3.5,0.0,0.0
545231864,3.5,0.0,0.0
545231865,3.5,0.0,0.0
545231866,3.5,0.0,0.0
545231870,3.5,0.0,0.0
545231871,3.5,0.0,0.0
545231872,3.5,0.0,0.0
545231873#0,3.5,0.0,0.0
545231873#1,3.5,0.0,0.0
545231873#2,3.5,0.0,0.0
545231873#3,3.5,0.0,0.0
545231873#4,3.5,0.0,0.0
545231874#0,3.5,0.0,0.0
545231874#1,3.5,0.0,0.0
545231874#2,3.5,0.0,0.0
545231874#3,3.5,0.0,0.0
545231875,3.5,0.0,0.0
545231876,3.5,0.0,0.0
545231877,3.5,0.0,0.0
545231878,3.5,0.0,0.0
545231879,3.5,0.0,0.0
545231880,3.5,0.0,0.0
545231881,3.5,0.0,0.0
545231882,3.5,0.0,0.0
545231883,3.5,0.0,0.0
545231884#0,3.5,0.0,0.0
545231884#1,3.5,0.0,0.0
545231885,3.5,0.0,0.0
545231886#0,3.5,0.0,0.0
545231886#1,3.5,0.0,0.0
545231886#2,3.5,0.0,0.0
545234048#0,3.5,0.0,0.0
545234048#1,3.5,0.0,0.0
545234052,3.5,0.0,0.0
545234054,3.5,0.0,0.0
545234056,3.5,0.0,0.0
545234058,3.5,0.0,0.0
545234061,3.5,0.0,0.0
545234063,3.5,0.0,0.0
545234065,3.5,0.0,0.0
545234067,3.5,0.0,0.0
545234068,3.5,0.0,0.0
545234071,3.5,0.0,0.0
545234073#0,3.5,0.0,0.0
545234073#1,3.5,0.0,0.0
545234073#2,3.5,0.0,0.0
545234073#3,3.5,0.0,0.0
545234076,3.5,0.0,0.0
545234078,3.5,0.0,0.0
545234080#0,3.5,0.0,0.0
545234080#1,3.5,0.0,0.0
545234080#2,3.5,0.0,0.0
545234080#3,3.5,0.0,0.0
545234080#4,3.5,0.0,0.0
545234080#5,3.5,0.0,0.0
545234080#6,3.5,0.0,0.0
545234084,3.5,0.0,0.0
545234086#0,3.5,0.0,0.0
545234086#1,3.5,0.0,0.0
545234088,3.5,0.0,0.0
545234091,3.5,0.0,0.0
545234093,3.5,0.0,0.0
545234095,3.5,0.0,0.0
564739311,3.5,0.0,0.0
577711968#0,3.5,0.0,0.0
577711968#1,3.5,0.0,0.0
577711969#0,3.5,0.0,0.0
577711969#1,3.5,0.0,0.0
577711970#0,3.5,0.0,0.0
577711970#1,3.5,0.0,0.0
577711970#2,3.5,0.0,0.0
577711970#3,3.5,0.0,0.0
577711971#0,3.5,0.0,0.0
577711971#1,3.5,0.0,0.0
577711971#2,3.5,0.0,0.0
578150498#0,3.5,0.0,0.0
578150498#1,3.5,0.0,0.0
59850911#0,3.5,0.0,0.0
59850911#1,3.5,0.0,0.0
59850911#2,3.5,0.0,0.0
59850911#3,3.5,0.0,0.0
59850911#4,3.5,0.0,0.0
59850911#5,3.5,0.0,0.0
59851521#0,3.5,0.0,0.0
59851521#1,3.5,0.0,0.0
59851521#2,3.5,0.0,0.0
59851521#3,3.5,0.0,0.0
59851521#4,3.5,0.0,0.0
59851521#5,3.5,0.0,0.0
59851521#6,3.5,0.0,0.0
59851521#7,3.5,0.0,0.0
59851743#0,3.5,0.0,0.0
59851743#1,3.5,0.0,0.0
59851844#0,3.5,0.0,0.0
59851844#1,3.5,0.0,0.0
59869096#0,3.5,0.0,0.0
59869096#1,3.5,0.0,0.0
59869096#2,3.5,0.0,0.0
60734111#0,3.5,0.0,0.0
60734111#1,3.5,0.0,0.0
60734111#10,3.5,0.0,0.0
60734111#11,3.5,0.0,0.0
60734111#2,3.5,0.0,0.0
60734111#3,3.5,0.0,0.0
60734111#4,3.5,0.0,0.0
60734111#5,3.5,0.0,0.0
60734111#6,3.5,0.0,0.0
60734111#7,3.5,0.0,0.0
60734111#8,3.5,0.0,0.0
60734111#9,3.5,0.0,0.0
60734122,3.5,0.0,0.0
60734129#0,3.5,0.0,0.0
60734129#1,3.5,0.0,0.0
60734129#2,3.5,0.0,0.0
60734129#3,3.5,0.0,0.0
60734129#4,3.5,0.0,0.0
60734129#5,3.5,0.0,0.0
60963617#0,3.5,0.0,0.0
60963617#1,3.5,0.0,0.0
60963617#2,3.5,0.0,0.0
60963617#3,3.5,0.0,0.0
60963617#4,3.5,0.0,0.0
60963617#5,3.5,0.0,0.0
60963617#6,3.5,0.0,0.0
60963617#7,3.5,0.0,0.0
60963617#8,3.5,0.0,0.0
60963617#9,3.5,0.0,0.0
60963620#0,3.5,0.0,0.0
60963620#1,3.5,0.0,0.0
60963620#2,3.5,0.0,0.0
61785473#0,3.5,0.0,0.0
61785473#1,3.5,0.0,0.0
61785473#10,3.5,0.0,0.0
61785473#11,3.5,0.0,0.0
61785473#12,3.5,0.0,0.0
61785473#13,3.5,0.0,0.0
61785473#14,3.5,0.0,0.0
61785473#2,3.5,0.0,0.0
61785473#3,3.5,0.0,0.0
61785473#4,3.5,0.0,0.0
61785473#5,3.5,0.0,0.0
61785473#6,3.5,0.0,0.0
61785473#7,3.5,0.0,0.0
61785473#8,3.5,0.0,0.0
61785473#9,3.5,0.0,0.0
61893919,3.5,0.0,0.0
61893920,3.5,0.0,0.0
61893921,3.5,0.0,0.0
623861923,3.5,0.0,0.0
627278687,3.5,0.0,0.0
627278688,3.5,0.0,0.0
627457417#0,3.5,0.0,0.0
627457417#1,3.5,0.0,0.0
627457417#10,3.5,0.0,0.0
627457417#11,3.5,0.0,0.0
627457417#12,3.5,0.0,0.0
627457417#13,3.5,0.0,0.0
627457417#14,3.5,0.0,0.0
627457417#15,3.5,0.0,0.0
627457417#16,3.5,0.0,0.0
627457417#2,3.5,0.0,0.0
627457417#3,3.5,0.0,0.0
627457417#4,3.5,0.0,0.0
627457417#5,3.5,0.0,0.0
627457417#6,3.5,0.0,0.0
627457417#7,3.5,0.0,0.0
627457417#8,3.5,0.0,0.0
627457417#9,3.5,0.0,0.0
62788582#0,3.5,0.0,0.0
62788582#1,3.5,0.0,0.0
62788582#2,3.5,0.0,0.0
628383147#0,3.5,0.0,0.0
628383147#1,3.5,0.0,0.0
628383147#2,3.5,0.0,0.0
628383147#3,3.5,0.0,0.0
628383147#4,3.5,0.0,0.0
628383147#5,3.5,0.0,0.0
628383147#6,3.5,0.0,0.0
628383147#7,3.5,0.0,0.0
628383147#8,3.5,0.0,0.0
66227364#0,3.5,0.0,0.0
66227364#1,3.5,0.0,0.0
66227388#0,3.5,0.0,0.0
66227388#1,3.5,0.0,0.0
66227390#0,3.5,0.0,0.0
66227390#1,3.5,0.0,0.0
66227390#2,3.5,0.0,0.0
665610740,3.5,0.0,0.0
665610741,3.5,0.0,0.0
66993632#0,3.5,0.0,0.0
66993632#1,3.5,0.0,0.0
66993632#2,3.5,0.0,0.0
66993636#0,3.5,0.0,0.0
66993636#1,3.5,0.0,0.0
66993637#0,3.5,0.0,0.0
66993637#1,3.5,0.0,0.0
671832297#0,3.5,0.0,0.0
671832297#1,3.5,0.0,0.0
672385596,3.5,0.0,0.0
672385599#0,3.5,0.0,0.0
672385599#1,3.5,0.0,0.0
672385601#0,3.5,0.0,0.0
672385601#1,3.5,0.0,0.0
672385601#2,3.5,0.0,0.0
672385606,3.5,0.0,0.0
676073620#0,3.5,0.0,0.0
676073620#1,3.5,0.0,0.0
676073622,3.5,0.0,0.0
676073623,3.5,0.0,0.0
676073624#0,3.5,0.0,0.0
676073624#1,3.5,0.0,0.0
676073625,3.5,0.0,0.0
682283961,3.5,0.0,0.0
682283962#0,3.5,0.0,0.0
682283962#1,3.5,0.0,0.0
682283962#2,3.5,0.0,0.0
682283962#3,3.5,0.0,0.0
682283964,3.5,0.0,0.0
682283975,3.5,0.0,0.0
682283977,3.5,0.0,0.0
682283978,3.5,0.0,0.0
682283980,3.5,0.0,0.0
682283981,3.5,0.0,0.0
682283982,3.5,0.0,0.0
682283984#0,3.5,0.0,0.0
682283984#1,3.5,0.0,0.0
682283985,3.5,0.0,0.0
682283986,3.5,0.0,0.0
682283987,3.5,0.0,0.0
682283988,3.5,0.0,0.0
682283989,3.5,0.0,0.0
682283990,3.5,0.0,0.0
682283992,3.5,0.0,0.0
682283993#0,3.5,0.0,0.0
682283993#1,3.5,0.0,0.0
682283993#2,3.5,0.0,0.0
682283993#3,3.5,0.0,0.0
682283993#4,3.5,0.0,0.0
682283994#0,3.5,0.0,0.0
682283994#1,3.5,0.0,0.0
682283994#2,3.5,0.0,0.0
682283995,3.5,0.0,0.0
682283996#0,3.5,0.0,0.0
682283996#1,3.5,0.0,0.0
682283997,3.5,0.0,0.0
682283998,3.5,0.0,0.0
682283999,3.5,0.0,0.0
682284000,3.5,0.0,0.0
682284001#0,3.5,0.0,0.0
682284001#1,3.5,0.0,0.0
682284002,3.5,0.0,0.0
682284003,3.5,0.0,0.0
682284004,3.5,0.0,0.0
682284005,3.5,0.0,0.0
682284007,3.5,0.0,0.0
682284008,3.5,0.0,0.0
682284009,3.5,0.0,0.0
682284011#0,3.5,0.0,0.0
682284011#1,3.5,0.0,0.0
682284011#2,3.5,0.0,0.0
682284013,3.5,0.0,0.0
682284017#0,3.5,0.0,0.0
682284017#1,3.5,0.0,0.0
682284017#2,3.5,0.0,0.0
682284018,3.5,0.0,0.0
682284020#0,3.5,0.0,0.0
682284020#1,3.5,0.0,0.0
682284020#2,3.5,0.0,0.0
682284021,3.5,0.0,0.0
682284023,3.5,0.0,0.0
682284025#0,3.5,0.0,0.0
682284025#1,3.5,0.0,0.0
682284025#2,3.5,0.0,0.0
682284025#3,3.5,0.0,0.0
682284025#4,3.5,0.0,0.0
682284026,3.5,0.0,0.0
682284027,3.5,0.0,0.0
682287255,3.5,0.0,0.0
682287576,3.5,0.0,0.0
682287577,3.5,0.0,0.0
687042986,3.5,0.0,0.0
728109153,3.5,0.0,0.0
728109154,3.5,0.0,0.0
728109155#0,3.5,0.0,0.0
728109155#1,3.5,0.0,0.0
728109156,3.5,0.0,0.0
731731245,3.5,0.0,0.0
733140772,3.5,0.0,0.0
749163056,3.5,0.0,0.0
749604882#0,3.5,0.0,0.0
749604882#1,3.5,0.0,0.0
749604882#2,3.5,0.0,0.0
761304958,3.5,0.0,0.0
761304959#0,3.5,0.0,0.0
761304959#1,3.5,0.0,0.0
761304960#0,3.5,0.0,0.0
761304960#1,3.5,0.0,0.0
761304961,3.5,0.0,0.0
761304962#0,3.5,0.0,0.0
761304962#1,3.5,0.0,0.0
761304963,3.5,0.0,0.0
761304964#0,3.5,0.0,0.0
761304964#1,3.5,0.0,0.0
761304965,3.5,0.0,0.0
761304966,3.5,0.0,0.0
761304967#0,3.5,0.0,0.0
761304967#1,3.5,0.0,0.0
761304967#2,3.5,0.0,0.0
761304968#0,3.5,0.0,0.0
761304968#1,3.5,0.0,0.0
761304969#0,3.5,0.0,0.0
761304969#1,3.5,0.0,0.0
761304969#2,3.5,0.0,0.0
761304969#3,3.5,0.0,0.0
761304970,3.5,0.0,0.0
761304971#0,3.5,0.0,0.0
761304971#1,3.5,0.0,0.0
761304971#2,3.5,0.0,0.0
761304971#3,3.5,0.0,0.0
761304971#4,3.5,0.0,0.0
761304971#5,3.5,0.0,0.0
761304971#6,3.5,0.0,0.0
761304971#7,3.5,0.0,0.0
761304972#0,3.5,0.0,0.0
761304972#1,3.5,0.0,0.0
761304972#2,3.5,0.0,0.0
761304972#3,3.5,0.0,0.0
761304972#4,3.5,0.0,0.0
761304973#0,3.5,0.0,0.0
761304973#1,3.5,0.0,0.0
761304973#2,3.5,0.0,0.0
761304973#3,3.5,0.0,0.0
761304973#4,3.5,0.0,0.0
761304973#5,3.5,0.0,0.0
761304973#6,3.5,0.0,0.0
761304974,3.5,0.0,0.0
761304975#0,3.5,0.0,0.0
761304975#1,3.5,0.0,0.0
761304976#0,3.5,0.0,0.0
761304976#1,3.5,0.0,0.0
761304976#2,3.5,0.0,0.0
761304976#3,3.5,0.0,0.0
761304977#0,3.5,0.0,0.0
761304977#1,3.5,0.0,0.0
761304977#2,3.5,0.0,0.0
761304977#3,3.5,0.0,0.0
761304978#0,3.5,0.0,0.0
761304978#1,3.5,0.0,0.0
761304978#2,3.5,0.0,0.0
761304978#3,3.5,0.0,0.0
761304978#4,3.5,0.0,0.0
761304979#0,3.5,0.0,0.0
761304979#1,3.5,0.0,0.0
761304980#0,3.5,0.0,0.0
761304980#1,3.5,0.0,0.0
761304981#0,3.5,0.0,0.0
761304981#1,3.5,0.0,0.0
761304981#10,3.5,0.0,0.0
761304981#11,3.5,0.0,0.0
761304981#12,3.5,0.0,0.0
761304981#13,3.5,0.0,0.0
761304981#14,3.5,0.0,0.0
761304981#15,3.5,0.0,0.0
761304981#16,3.5,0.0,0.0
761304981#17,3.5,0.0,0.0
761304981#18,3.5,0.0,0.0
761304981#19,3.5,0.0,0.0
761304981#2,3.5,0.0,0.0
761304981#20,3.5,0.0,0.0
761304981#3,3.5,0.0,0.0
761304981#4,3.5,0.0,0.0
761304981#5,3.5,0.0,0.0
761304981#6,3.5,0.0,0.0
761304981#7,3.5,0.0,0.0
761304981#8,3.5,0.0,0.0
761304981#9,3.5,0.0,0.0
761304982#0,3.5,0.0,0.0
761304982#1,3.5,0.0,0.0
761304982#2,3.5,0.0,0.0
761304983#0,3.5,0.0,0.0
761304983#1,3.5,0.0,0.0
761304983#10,3.5,0.0,0.0
761304983#11,3.5,0.0,0.0
761304983#12,3.5,0.0,0.0
761304983#13,3.5,0.0,0.0
761304983#14,3.5,0.0,0.0
761304983#15,3.5,0.0,0.0
761304983#16,3.5,0.0,0.0
761304983#17,3.5,0.0,0.0
761304983#18,3.5,0.0,0.0
761304983#2,3.5,0.0,0.0
761304983#3,3.5,0.0,0.0
761304983#4,3.5,0.0,0.0
761304983#5,3.5,0.0,0.0
761304983#6,3.5,0.0,0.0
761304983#7,3.5,0.0,0.0
761304983#8,3.5,0.0,0.0
761304983#9,3.5,0.0,0.0
773759798,3.5,0.0,0.0
776306939,3.5,0.0,0.0
785300142,3.5,0.0,0.0
788607084,3.5,0.0,0.0
788690105,3.5,0.0,0.0
815241742,3.5,0.0,0.0
81532693#0,3.5,0.0,0.0
81532693#1,3.5,0.0,0.0
81532718#0,3.5,0.0,0.0
81532718#1,3.5,0.0,0.0
819874586#0,3.5,0.0,0.0
819874586#1,3.5,0.0,0.0
819874586#2,3.5,0.0,0.0
819874586#3,3.5,0.0,0.0
819874587#0,3.5,0.0,0.0
819874587#1,3.5,0.0,0.0
819874588#0,3.5,0.0,0.0
819874588#1,3.5,0.0,0.0
819874588#2,3.5,0.0,0.0
820142257#0,3.5,0.0,0.0
820142257#1,3.5,0.0,0.0
820142257#2,3.5,0.0,0.0
820142542,3.5,0.0,0.0
820142543#0,3.5,0.0,0.0
820142543#1,3.5,0.0,0.0
820142590#0,3.5,0.0,0.0
820142590#1,3.5,0.0,0.0
820142591,3.5,0.0,0.0
826401830#0,3.5,0.0,0.0
826401830#1,3.5,0.0,0.0
826401830#2,3.5,0.0,0.0
826401830#3,3.5,0.0,0.0
826401830#4,3.5,0.0,0.0
826401831,3.5,0.0,0.0
833822283,3.5,0.0,0.0
833822284#0,3.5,0.0,0.0
833822284#1,3.5,0.0,0.0
833822284#2,3.5,0.0,0.0
833822284#3,3.5,0.0,0.0
833822285,3.5,0.0,0.0
833822286,3.5,0.0,0.0
833822287,3.5,0.0,0.0
84657862#0,3.5,0.0,0.0
84657862#1,3.5,0.0,0.0
84657863#0,3.5,0.0,0.0
84657863#1,3.5,0.0,0.0
84657863#2,3.5,0.0,0.0
84657863#3,3.5,0.0,0.0
84657863#4,3.5,0.0,0.0
84657863#5,3.5,0.0,0.0
84657864#0,3.5,0.0,0.0
84657864#1,3.5,0.0,0.0
84657864#2,3.5,0.0,0.0
84657865,3.5,0.0,0.0
84657866#0,3.5,0.0,0.0
84657866#1,3.5,0.0,0.0
84657866#2,3.5,0.0,0.0
84657867#0,3.5,0.0,0.0
84657867#1,3.5,0.0,0.0
84657869#0,3.5,0.0,0.0
84657869#1,3.5,0.0,0.0
84657869#2,3.5,0.0,0.0
84657869#3,3.5,0.0,0.0
84657870#0,3.5,0.0,0.0
84657870#1,3.5,0.0,0.0
84657870#2,3.5,0.0,0.0
84657872#0,3.5,0.0,0.0
84657872#1,3.5,0.0,0.0
84657872#2,3.5,0.0,0.0
84657872#3,3.5,0.0,0.0
84657872#4,3.5,0.0,0.0
849709593#0,3.5,0.0,0.0
849709593#1,3.5,0.0,0.0
849709595#0,3.5,0.0,0.0
849709595#1,3.5,0.0,0.0
850526279,3.5,0.0,0.0
850531092,3.5,0.0,0.0
850531093#0,3.5,0.0,0.0
850531093#1,3.5,0.0,0.0
850531094#0,3.5,0.0,0.0
850531094#1,3.5,0.0,0.0
850531095,3.5,0.0,0.0
850531096#0,3.5,0.0,0.0
850531096#1,3.5,0.0,0.0
850531096#2,3.5,0.0,0.0
850531096#3,3.5,0.0,0.0
850531096#4,3.5,0.0,0.0
850531096#5,3.5,0.0,0.0
850805712#0,3.5,0.0,0.0
850805712#1,3.5,0.0,0.0
850805713,3.5,0.0,0.0
875177716,3.5,0.0,0.0
875178139#0,3.5,0.0,0.0
875178139#1,3.5,0.0,0.0
88111450,3.5,0.0,0.0
891060523,3.5,1.0,6.916504858937352
897164393#0,3.5,0.0,0.0
897164393#1,3.5,0.0,0.0
897164394#0,3.5,0.0,0.0
897164394#1,3.5,0.0,0.0
897678925#0,3.5,0.0,0.0
897678925#1,3.5,0.0,0.0
897678925#2,3.5,0.0,0.0
897678925#3,3.5,0.0,0.0
898538734,3.5,0.0,0.0
902313342#0,3.5,0.0,0.0
902313342#1,3.5,0.0,0.0
902313625#0,3.5,0.0,0.0
902313625#1,3.5,0.0,0.0
90697744,3.5,0.0,0.0
90697745,3.5,0.0,0.0
92713221,3.5,0.0,0.0
928805373,3.5,0.0,0.0
928805374#0,3.5,0.0,0.0
928805374#1,3.5,0.0,0.0
928805374#2,3.5,0.0,0.0
928805374#3,3.5,0.0,0.0
928805374#4,3.5,0.0,0.0
928805379,3.5,0.0,0.0
928805380#0,3.5,0.0,0.0
928805380#1,3.5,0.0,0.0
928805380#2,3.5,0.0,0.0
928805380#3,3.5,0.0,0.0
928805381#0,3.5,0.0,0.0
928805381#1,3.5,0.0,0.0
928805382#0,3.5,0.0,0.0
928805382#1,3.5,0.0,0.0
928805382#2,3.5,0.0,0.0
928805382#3,3.5,0.0,0.0
928805382#4,3.5,0.0,0.0
928805382#5,3.5,0.0,0.0
928805383,3.5,0.0,0.0
928805384,3.5,0.0,0.0
928805385,3.5,0.0,0.0
928805386#0,3.5,0.0,0.0
928805386#1,3.5,0.0,0.0
928805386#2,3.5,0.0,0.0
928805387#0,3.5,0.0,0.0
928805387#1,3.5,0.0,0.0
928805387#2,3.5,0.0,0.0
928805387#3,3.5,0.0,0.0
928805387#4,3.5,0.0,0.0
928805387#5,3.5,0.0,0.0
928805387#6,3.5,0.0,0.0
928805387#7,3.5,0.0,0.0
928805388#0,3.5,0.0,0.0
928805388#1,3.5,0.0,0.0
928805388#2,3.5,0.0,0.0
928805389,3.5,0.0,0.0
928805390,3.5,0.0,0.0
928805391,3.5,0.0,0.0
928805392#0,3.5,0.0,0.0
928805392#1,3.5,0.0,0.0
928805392#2,3.5,0.0,0.0
928805392#3,3.5,0.0,0.0
928805392#4,3.5,0.0,0.0
928805393#0,3.5,0.0,0.0
928805393#1,3.5,0.0,0.0
928805393#2,3.5,0.0,0.0
928805393#3,3.5,0.0,0.0
941482574#0,3.5,0.0,0.0
941482574#1,3.5,0.0,0.0
941482574#2,3.5,0.0,0.0
941482574#3,3.5,0.0,0.0
941482574#4,3.5,0.0,0.0
941482574#5,3.5,0.0,0.0
941482574#6,3.5,0.0,0.0
944308468,3.5,0.0,0.0
945521473#0,3.5,0.0,0.0
945521473#1,3.5,0.0,0.0
945521473#2,3.5,0.0,0.0
945521473#3,3.5,0.0,0.0
945521474,3.5,0.0,0.0
946010929,3.5,0.0,0.0
946010962,3.5,0.0,0.0
948234903,3.5,0.0,0.0
948235692,3.5,0.0,0.0
948235693,3.5,0.0,0.0
951716890,3.5,0.0,0.0
951716891#0,3.5,0.0,0.0
951716891#1,3.5,0.0,0.0
951716892,3.5,0.0,0.0
