vehicle_id,speed,time_from_spawn,color,type
vehicle_55,7.070371171331091,3217.9,#FF0000,car
vehicle_54,7.049966286285302,3219.9,#FF0000,car
vehicle_75,5.1709408003276796,3173.2,#FF0000,car
vehicle_53,7.0958598115015326,3222.0,#FF0000,car
vehicle_74,6.213293992057159,3175.1,#FF0000,car
vehicle_52,7.040278935202698,3223.9,#FF0000,car
vehicle_59,6.710375591728526,3209.6,#FF0000,car
vehicle_58,6.758077369551779,3211.6,#FF0000,car
vehicle_57,6.904698891865025,3213.7,#FF0000,car
vehicle_56,7.108416567729465,3215.8,#FF0000,car
vehicle_73,7.081208463383749,3177.2,#FF0000,car
vehicle_51,6.99680701126813,3226.4,#FF0000,car
vehicle_72,7.379548072151461,3179.2,#FF0000,car
vehicle_50,7.01028991026311,3228.0,#FF0000,car
vehicle_71,7.476458384539943,3181.2,#FF0000,car
vehicle_70,7.569311185067233,3183.1,#FF0000,car
vehicle_66,7.433662254267052,3191.6,#FF0000,car
vehicle_65,7.239747606547696,3197.1,#FF0000,car
vehicle_64,7.00739702688051,3199.2,#FF0000,car
vehicle_63,7.105591427595798,3201.3,#FF0000,car
vehicle_69,7.475046984123694,3185.0,#FF0000,car
vehicle_68,7.472509750344021,3187.1,#FF0000,car
vehicle_67,7.4865882770054455,3189.2,#FF0000,car
vehicle_62,7.069379935854645,3203.3,#FF0000,car
vehicle_61,6.9362844484246535,3205.4,#FF0000,car
vehicle_60,6.6850520177204045,3207.5,#FF0000,car
